RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06
Union,OH,Columbus,39,159,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174900,171400,174000,194000,194700,189900,191950,198900,193950,194900,188320,189900,185900,178900,184900,189900,187900,189000,212200,222800,231450,229852,225000,244900,254445,246500,248950,246250,257990,256990,251000,249900,252445,257990,244900,241990,259990,255945,275990,274900,269900,272975.5,270990,279850,279850,266500,258990,249900,248950,268000,269945,276199.5,269900,269900,271435
Cass,MI,South Bend,26,27,938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152350,161000,159900,159900,164950,165000,161950,154900,150900,149900,139900,145000,149900,169900,175000,164900,152290,152000,154900,149000,144000,139700,139999.5,146900,148900,169900,179900,179900,179900,179000,175000,164900,162500,157000,149900,142450,155000,165000,173750,169900,178750,179000,182500,181250,174900,185500,175000,189900,216200,229900,235000,231900
Pulaski,MO,Fort Leonard Wood,29,169,939,147000,149000,149000,149900,149900,149900,146000,139950,139900,139900,138900,129900,135500,135000,131583,135000,154700,154900,150000,150750,149900,153450,152900,154900,154900,154900,154900,155000,154900,149900,146000,147900,143900,144900,148200,149500,149900,149900,150000,150950,155000,155000,154250,151950,151500,151000,149500,149900,149900,149900,154500,154900,154900,155700,155000,154000,149900,151750,149900,149900,149900,149900,155000,154950,159500,161460,159000,158900,155450,155900,155000,152950,149900,149000,149900,153000,149900,149900,149900,149900,145450,144900,140000,139650,138500,139900,139900,139900,139900,141250
McMinn,TN,Athens,47,107,940,129900,125000,126000,129900,129900,127000,126000,125000,134950,137900,134950,132000,129900,133700,129900,119950,124700,124900,125000,125000,119350,115500,116000,110000,114250,114900,119900,119900,119000,119900,120600,120600,124900,123500,129900,124900,129000,124900,126900,129900,134250,136450,139900,139900,139900,137750,130000,129900,129000,129900,137500,134900,139900,139900,141500,144900,142250,139900,139900,139900,143000,145000,146500,143950,154775,149900,154900,150000,149900,150000,145000,144990,144995,144945,145450,145000,142500,145000,153450,154900,149900,147500,139900,134000,119950,129900,135000,129900,129900,132450
Effingham,GA,Savannah,13,103,941,169900,169900,169900,169900,169900,169900,169900,169900,169900,162950,157000,159900,157600,152900,149900,149900,148000,149900,145450,141483.5,129900,134950,136500,130450,124900,140000,134900,125000,124900,119500,122900,125000,129900,145000,164600,172500,174000,165900,166950,165900,167250,167500,162000,162500,165000,159900,158000,159900,159900,165375,167350,176100,176900,178300,178787.5,176642.5,175900,174280,174500,169500,175000,179900,179000,180650,182000,185000,184000,185000,185000,185000,181500,184900,189900,189900,189900,189000,190685,192000,194550,189635,186587.5,189900,192900,186829,191000,188500,189787.5,193834.5,199020,2.00E+05
Somerset,ME,,23,25,942,124000,124900,124900,121200,125000,129000,129000,133000,129900,129900,129900,128500,129000,129900,129900,129900,129999,132000,130000,129900,134900,130000,129900,125000,121949.5,124900,123500,123500,119900,119900,119900,124000,124900,124900,127750,125000,115000,119500,125000,129900,129900,129900,129000,125000,125000,124900,119900,118000,119000,118750,119000,119900,122000,121500,124500,125000,124500,120000,120000,119000,119250,119900,120000,119900,124250,125000,125900,129000,125000,123000,119900,118000,119000,119900,119700,124900,129250,129000,129900,129900,126250,125000,119500,115000,109825,105250,115000,118450,119900,120000
Pender,NC,Wilmington,37,141,943,249900,249000,245000,239000,239900,239900,229900,237600,235000,234900,225000,219900,219000,210000,214900,214900,219000,219000,214900,218700,210000,222500,214900,209900,215000,220225,215950,209900,206945,207900,209500,213080,199900,199997.5,214665,219950,224807,225950,229000,234900,241885,242850.5,244500,243900,243900,245215,239900,243900,239900,245000,249900,257900,254900,254950,259000,259900,250000,253100,258400,250950,249997.5,255377.5,259250,264400,269000,267900,268900,264950,268825,264900,267900,269900,269900,269900,270000,271720,269406,269000,268500,269406.5,267900,268500,265000,267000,264999.5,279900,279900,284900,284900,289500
Saint Martin,LA,Lafayette,22,99,944,,,,,,149950,152500,152450,153000,151450,149500,149000,129900,125000,125000,120000,117000,115000,129000,125000,125000,134750,147500,138700,129000,133600,137100,129750,136400,137900,136400,139100,135450,138300,142825,141700,151750,149949.5,148450,149900,152000,157000,157000,157000,155000,148650,147250,148000,146250,146250,149900,148650,155000,150000,149950,150000,148400,159450,148000,150000,153023,158900,150000,161100,160900,160900,160000,160900,169900,172450,170000,176450,170000,189950,189000,189000,187000,182200,187250,196300,204900,2.00E+05,198000,199000,199000,199999.5,199000,207625,201450,210000
Lyon,NV,Fernley,32,19,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159900,159900,162450,159000,167000,169000,167900,173500,174950,175000,174900,179000,182546,184900,180000,184450,189250,199000,199000,199900,196900,195000,189900,188900,189950,199900,201950,199900,200500,209900,214950,224900,221075,221575,224900,224900,230000,229950,228750,229995,230000,238000,240000,245950
Taney,MO,Branson,29,213,946,,,,,,,,,,,,,,,,149900,149900,152950,148000,144700,139900,139900,134900,134500,135000,126000,125000,124700,126250,124900,127450,125000,129250,129900,130000,129900,128500,128250,129900,133900,134900,135000,139900,139000,129000,129900,135000,134900,139900,147500,148750,149450,144900,147500,149850,147900,149900,144900,143850,140000,149900,146400,144900,149900,149900,145800,149900,145000,145000,144900,140000,143900,141250,142000,140000,140000,145000,145000,145000,149900,149900,150000,154900,150000,158750,159950,155975,159900,159000,159900
Franklin,NY,Malone,36,33,947,,,,,,,,,,,,,,,,,,,,139900,129000,129000,129950,129700,129900,129000,129450,133500,129250,132250,134900,135450,131500,138000,129000,129000,124950,124200,125000,126000,129900,138450,144900,137700,129900,138450,135000,134900,135000,134900,134900,134950,135000,129700,130000,129900,129900,129900,125000,124200,124900,119700,124900,124950,129900,134500,129900,125000,128500,125000,119000,119700,111000,111000,115000,119900,124900,125000,129000,128900,124950,125000,114950,108000,99900,107000,115000,119000,119950,125000
Winona,MN,Winona,27,169,948,139000,139000,139000,139900,149900,155000,152500,154900,149500,144450,139900,142000,138900,139900,142000,144900,148900,149900,149900,152900,149900,143900,142900,139900,137900,134900,137500,139900,144000,139900,134900,129900,139900,144500,139900,134900,137900,140000,142900,144700,144850,149900,149850,139900,139450,139900,134900,137450,144900,142950,145000,148950,149900,148450,140250,138950,139900,139900,138950,139500,139900,139000,142700,149900,156450,164900,159450,158450,155000,149900,147900,144900,147450,144950,146250,149900,155000,159900,159900,159900,152000,150000,144900,139900,137500,134950,139700,144900,152000,155000
Worcester,MD,Salisbury,24,47,949,299900,299900,299900,299900,298000,299000,295000,294900,295000,295000,295000,289000,285000,285000,284500,284900,280000,279675,279000,274900,275000,274900,272750,274900,269000,268000,267000,249000,249000,260000,260000,264900,259900,260000,265000,259900,259000,254000,259000,259900,254900,259000,256000,259900,259900,258850,250000,254900,256450,259900,264900,260000,264900,267700,268500,264000,266000,266000,264000,259900,258950,259900,265000,265000,269900,274900,275000,269999.5,274200,274900,277900,264900,259900,259900,259000,265000,269000,264875,259900,259900,259900,260000,260000,260000,269000,269900,274800,272000,275000,275000
Jefferson,TN,Morristown,47,89,950,179000,179900,179000,178000,179900,179900,179000,184900,188500,189000,195750,187950,183700,179900,179990,174900,179000,175000,179900,179450,177500,179900,175000,169900,169250,169900,169000,169900,160950,162000,159900,159900,162000,159900,164900,164900,160000,164900,166200,169000,169450,167500,165000,164900,164900,163700,161900,159900,152900,149950,154900,154900,149900,154900,154900,149900,149900,149900,149900,149900,149900,149900,150000,153700,159900,155000,164450,164000,159000,159000,149900,149900,149250,145900,149900,159900,169500,169000,166200,164900,169900,169700,159914.5,169900,159900,159900,165000,169900,169900,169900
La Plata,CO,Durango,8,67,951,399900,399000,389000,377900,379000,369000,360000,359900,355000,349900,349000,339000,330000,324500,318000,319000,319900,319000,315000,310000,299900,299000,295000,279000,275500,275000,274950,279000,299000,299900,299000,299900,307900,309000,319000,299997,300500,310000,314250,309900,324900,312750,325000,325000,335000,348000,350000,349900,329000,329900,340000,345000,349000,355000,355000,357000,350000,359900,350000,359000,350000,365000,359900,379900,375000,379900,375000,379900,375000,384900,385000,390000,385000,379000,379900,380000,395000,395000,395000,399900,407450,407450,399900,398500,389000,375000,387000,386000,399000,424875
Grant,WI,Platteville,55,43,952,122000,127400,124900,124900,124950,129900,130000,134500,128950,129900,134200,128000,119000,119900,125000,124900,125750,129950,129950,129900,129000,129900,127000,125000,123000,124900,124000,124900,119000,119000,119900,116250,115250,117500,124000,124900,124900,125000,124900,124900,124250,125000,119900,124900,124700,125000,124450,115000,119900,115000,115000,115000,111000,114900,115000,115000,113500,116700,119000,119000,115000,115000,120000,119950,124900,119900,121500,128500,120000,124900,119900,119900,113000,119900,119900,119000,124900,127000,127000,127950,127000,129900,129900,129950,133900,129900,128950,131400,135000,137700
Hood,TX,Dallas-Fort Worth,48,221,953,179900,179921,184700,189900,189900,195950,197500,204921,205000,199900,2.00E+05,199900,199900,199900,2.00E+05,2.00E+05,199900,199900,199950,189900,189000,199775,195000,189900,189250,184900,191975,193900,189885,199000,197750,179900,179500,179900,184900,188900,185000,192425,196000,199900,198000,199900,199900,199900,197500,199900,209900,205750,199000,195000,199900,209946.5,223250,216000,224900,229000,224925,223750,214900,214900,218000,219900,221250,224450,219000,222500,224000,229900,234900,236900,239700,249000,235450,244950,249000,249900,258000,252950,249900,249000,248950,249000,242520,240000,245900,249250,259900,265000,264950,250000
Washington,MS,Greenville,28,151,954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86000,83000,91900,80950,88750,85750,92000,96000,93000,84500,85000,84500,83200,93000,97000,102921,105000,119000
Tioga,NY,Binghamton,36,107,955,149800,149900,149000,149700,149900,149900,149900,147250,145000,144900,144900,144900,147750,144900,149900,149000,149000,148900,141900,139900,138500,135750,138500,129950,129900,129900,129900,129500,129900,132000,134900,139000,139900,139900,139949.5,139000,138000,139000,139700,142750,143950,142750,142900,139900,139000,139000,139900,139900,139900,140000,144900,146400,149250,149900,149900,149000,145000,145000,142500,139900,139900,139900,142250,145000,139900,145000,142200,141950,139900,139000,139000,139000,135000,139000,139048,139000,139500,139900,139250,134900,129900,132250,131000,129000,119900,118900,122450,129000,125350,125350
Watauga,NC,Boone,37,189,956,339450,339000,334950,335000,329900,331950,335000,334000,335000,339900,335000,325000,325000,319000,319000,299900,299900,299900,299000,299000,295750,299000,298900,294900,299000,288450,289000,289000,289700,289900,289000,279000,279900,285000,289900,289000,285000,275000,277000,285000,292000,299000,299000,298000,299000,299000,299000,295000,289000,289900,294900,295000,292000,293950,299000,299000,295000,297750,289900,295000,289000,288000,284900,289000,289900,299000,295000,298000,299000,299000,299000,299000,299000,299000,289900,295000,299000,299000,299000,299000,299000,299500,299000,299000,295900,289900,295000,299000,296500,310000
Washington,OK,Bartlesville,40,147,957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119000,119000,120996,125000,129000,129900,129500,130000,135000,139900,138000,131000,119000,116900,129000,129900,136500,136700,135000,134450,129975,129950,132750,139900,135950,138900,135950,135000,134900,136400,134000,129900,130000,129900,129900,130000,134450,127700,127900,127500,122000,125500,127500,124900,125000,125000,127500,127500,119900,120000,122000,124900,126450,129000,129900
Crittenden,AR,Memphis,5,35,958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125000,124950,129000,129900,129450,129900,129900,124900,124900,125900,129000,129000,126900,129900,129000,129900,129900,129900,129900,129900,128900,129900,129000,132949.5,134500,137900,134500,132000,125900,126700,124900,127350,124900,123900,124900,125599,125249.5,124900,122900,122500,123700,123700,119900,112000,109900,104900,118500,126400,129900,129500
Cherokee,TX,Jacksonville,48,73,959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189000,178500,189250,184000,189250,189900,179000,185000,196660,202449.5,196200,189999,189745,206500,207500,199500,199250,219700,231000,235000,244900,249000,237000,245000
Camden,GA,St. Marys,13,39,960,179500,179100,177600,176250,176000,169900,167900,169900,169350,164116.5,154900,150000,150000,148000,140000,142500,144900,139950,139900,139000,139700,136900,127500,124900,130000,119900,130000,124500,132200,136600,130000,135000,132450,129900,149000,149900,149900,145000,150000,149900,150000,155000,159900,154900,159900,168700,165000,167000,169900,171950,169900,160900,161100,164900,168000,169500,165000,169000,167900,169000,175000,169900,169000,169750,169900,169900,174450,175000,176900,179900,175000,169900,169900,164900,170000,169900,174900,178900,178500,178500,179900,184000,189500,194900,192900,192900,194936,195000,192900,194900
Henry,IL,Davenport,17,73,961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78500,79000,79700,79900,80000,87700,99350,92500,92750,94900,95000,96250,94900,89900,89900,93700,97000,108000,108000,109000,97900,104900,109900,119000,120000,119900,114900,107450,112000,112000,111000,115000,112000,110000,112250,105000,99900,95500,99000,95000,99000,112250,110000,114900
Chenango,NY,,36,17,962,119900,124700,119900,119900,118500,118750,115000,123500,115000,113900,115000,112250,115000,115000,115000,115000,115450,119000,117000,119000,119000,119000,115000,117500,117750,117500,116700,112900,112900,109900,99900,108000,99900,105000,116250,114400,109900,109900,109000,109900,114900,119900,119900,120000,121000,124900,119900,130500,119000,121900,119000,119000,129000,124900,115000,108000,105400,109949.5,99900,99900,1.00E+05,1.00E+05,115000,114900,109900,114900,114500,114900,114900,112500,110000,99900,99500,99000,99900,104900,109900,115000,115000,109900,110000,109900,109900,103900,104900,99900,105000,104900,118750,115000
LeFlore,OK,Fort Smith,40,79,963,113000,117000,132500,129000,129000,124900,124000,123380,119900,119000,119950,109950,104500,115000,110000,115000,120500,119900,119900,119900,120000,115000,104000,105000,113900,105000,105000,105000,110000,118500,119450,115000,121500,118500,119900,119450,119500,119900,121000,121000,123500,125000,124950,124000,118900,119900,120000,121000,119900,116900,112250,115000,124700,125000,124900,121900,119950,117000,114950,110900,109000,105000,105000,115000,120000,124900,124900,125000,125000,135000,135000,129000,129500,116950,117500,119000,123750,120000,119900,119950,120000,115750,114900,114900,114900,118000,119900,118500,114444,115000
Dale,AL,Ozark,1,45,964,131500,130000,129500,129500,131500,129500,129000,125000,129000,121500,122900,124900,122700,124400,120000,116700,116500,121750,117950,117500,117000,115000,115450,116200,117900,117700,120000,119500,119900,121000,119000,118000,123000,124500,125000,125000,124500,125000,125000,118900,110000,110000,115000,118925,114900,115000,115250,112900,114700,127250,124900,124500,129900,130000,129000,124500,123100,122000,119900,118900,118000,118000,115000,114950,118000,114900,112450,114900,116000,120000,118500,115000,119450,120000,123900,124950,125000,126900,125000,120000,117000,115000,115000,117000,115000,118000,118500,129000,126900,118000
Montgomery,NY,Amsterdam,36,57,965,149600,139450,137250,134000,139900,139950,139000,139600,139000,137000,138000,134950,134900,115000,110450,115000,105000,116500,119500,119900,119900,122900,119900,120000,117500,118250,119900,109000,109800,119900,119000,119000,117000,119000,115000,114900,110000,115000,119900,118000,118000,115000,117500,119000,117000,119900,117000,110950,114900,110000,114200,119900,119900,119500,114950,115000,117950,114950,109900,108500,99900,1.00E+05,109900,109900,113500,115000,112000,112000,111000,115000,114950,109000,105000,105000,104900,101900,101900,105500,111450,116500,115000,109900,1.00E+05,99900,104500,99000,101581,110750,99950,110000
