RegionName,State,Metro,StateCodeFIPS,MunicipalCodeFIPS,SizeRank,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06
Garfield,CO,Glenwood Springs,8,45,886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292700,297000,299450,315000,312500,329900,320000,323000,319900,319000,319000,319000,312500,321950,321950,327000,325000,341500,378250,399000,419000,415000,425000,412500,399750,419000,349000,345000,340000,347450,358500,375000,369250,388250,385000,395000,396250,392000,395000,395000,399999.5,415000,399900,419000
Franklin,VA,Roanoke,51,67,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274000,269000,295000,299000,298000,309000,309500,321500,325000,319900,299900,299000,299900,319900,325000,329450,322425,325000,319000,319900,309900,299925,299000,299950,299950,299900,299950,305000,309450,314999,312499.5,323950,325000,324900,317300,309900,311900,310950,329850,349000,339900
Cumberland,TN,Crossville,47,35,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127500,129000,135000,122250,124900,119000,119900,109900,110000,110000,110000,109900,109900,103900,99500,97900,84950,82250,76000,69700,63900,69450,69900,74900,70000
Broomfield,CO,Denver,8,14,889,289999,299000,295000,290000,289000,297440,292000,289900,289900,269900,265000,265000,264950,265000,260000,270000,280645,289000,298395,289000,284945,267670,264900,259875,275000,274945,277452.5,260000,282000,289000,285250,261950,259900,259900,299900,295000,297500,311750,299000,299700,339900,350990,349995,350000,365000,362475,354972.5,389950,370000,4.00E+05,423741.5,429224,424925,404999,399900,415000,401674.5,409950,409950,415000,419500,392990,426257.5,391995,401492.5,388990,405995,392492.5,4.00E+05,420495,419945,430000,427970,425000,424997.5,425000,429972.5,429000,433995,443035,450000,459950,459475,467386.5,489897.5,498500,515000,505450,499944,507950
Pearl River,MS,Picayune,28,109,890,158235,158617.5,156250,159900,159900,159000,158400,159900,159900,159900,159000,159250,155000,151876,149900,151938,155000,155000,152450,149900,151500,149000,149000,149000,149500,145250,149900,149000,144988,149900,149750,149250,145000,135000,145900,145000,145000,144000,144250,147925,140500,146000,149900,149900,154900,155000,159000,154900,147900,147000,143950,152700,149950,155000,153500,155000,155500,156500,150000,149950,157750,159900,159900,160000,159500,169000,168250,169000,165000,159900,159900,159900,159600,157150,150500,150900,152200,151000,159900,159950,159900,159900,169900,167000,164200,160000,159900,166000,166000,164000
Tuscola,MI,,26,157,891,96450,98800,99500,99000,89900,89900,89900,89900,84900,82500,79900,73800,69900,73800,69563.5,69900,74900,78000,74950,77950,75000,75000,74900,70000,69900,69000,68200,69900,73750,73950,74625,74900,69900,71900,74900,72900,75000,79900,79900,79900,79900,79900,82264,82000,84500,84700,84054.5,79900,78828,79900,82900,81200,82900,83750,86900,89000,89900,89000,85300,84900,84500,79999.5,79900,82900,84900,84900,84900,84900,79900,79900,78900,78900,74900,74900,76900,79900,79900,79900,79900,79900,79900,78950,78650,74900,74999,74900,78894,83950,89900,90600
Pickaway,OH,Columbus,39,129,892,132000,119900,118900,129000,134950,129900,129000,134900,138000,137000,138850,144900,138000,130000,133500,139244,141500,141000,137100,139604,139900,134900,131500,129700,129900,134700,134900,126250,135900,139900,139000,139450,134900,144900,145000,145000,145000,141900,134900,137200,139450,142250,143500,143700,141500,145000,141950,144950,142500,144900,149000,154900,150000,154900,154900,158900,156400,161872.5,156750,153450,146450,150000,156700,158900,165750,165000,165000,164900,165000,169900,169900,140900,140000,149250,149850,155450,159000,164900,169900,169900,169900,169900,164900,160000,150000,158900,179900,180000,192499.5,189900
Lamar,MS,Hattiesburg,28,73,893,179900,185900,188500,188000,184900,179900,179900,179900,179900,180000,184900,183750,184500,182350,184746,185000,186500,189000,184950,180950,174950,174900,174250,169900,170250,178250,179250,178500,175450,175000,173950,169900,169500,165750,174900,174500,170950,170000,175000,179500,174900,174775,179000,179500,179000,179000,184900,179000,169900,169900,169900,179000,179250,179900,175450,193100,188000,188000,198500,183900,188200,186362.5,179900,183900,184000,189900,189900,189250,192000,185000,187000,189800,189600,189000,189950,189000,189900,194950,199250,197900,195000,191200,194500,189700,185000,193000,191750,189900,192900,199900
Saline,KS,Salina,20,169,894,132950,130400,126900,125000,127900,127900,124900,122500,120000,118950,119000,109900,110000,113950,113000,114900,117700,119900,119900,119900,119900,119450,102700,107000,115000,109900,119900,128000,129900,126450,119700,109900,112000,109900,115000,113900,117000,119900,119900,119900,122500,125000,124950,129900,129200,122000,131000,130000,133450,139900,135450,134700,129900,129700,129900,128200,125000,120000,125000,128850,126500,134950,135000,135000,142900,139450,135000,129900,128900,129200,119900,119500,119250,118750,121500,129900,137000,133450,131777.5,131997.5,140000,139900,135000,129900,129900,139500,141000,134900,140000,139900
Fulton,NY,Gloversville,36,35,895,159900,150000,149900,150000,159300,150000,154900,157150,149900,148000,147000,137777,138900,127450,145000,143650,129900,129949.5,143500,139900,139900,136450,136950,138900,139900,139900,139900,148750,138900,139500,149000,149900,145000,146000,144900,144950,139900,139900,145000,141250,141250,149000,149500,145000,149000,145000,139000,139000,139000,129900,129000,129900,135000,135000,135000,139900,130000,129900,125000,118999,118000,119900,119000,119000,124500,128250,129900,129900,129900,129900,125000,119900,118000,115500,118000,118450,125000,134500,135000,122000,125000,124500,119900,115000,109000,113450,101400,114900,119900,126900
Putnam,WV,Huntington,54,79,896,189900,189900,189900,190000,190000,196400,199000,198750,209900,209450,204500,199900,199900,194944,199900,198950,199900,208900,209450,199900,208900,199900,199900,199500,194900,185400,189900,189900,199250,207000,209900,209000,213900,2.00E+05,207000,199000,2.00E+05,199900,199900,195600,193000,194950,189900,195000,199900,195000,191500,195000,199900,199000,211950,207500,199900,219900,217500,218900,219950,219000,219700,219350,214450,220000,217000,205000,189900,189900,205000,209900,198000,194400,198700,194750,189900,199000,214000,219900,223900,219900,215500,219900,219900,219900,219900,234900,229900,239388.5,237000,235000,236700,229000
Kenai Peninsula,AK,,2,122,897,239000,249000,258450,258000,259000,250500,250000,249999,249700,249000,233000,233750,225000,228000,229000,227500,230000,229999,229000,229000,235000,230000,225000,225000,229921.5,226700,225000,227000,228000,229500,224500,219000,215000,214950,220000,220000,220000,220000,220000,225000,225000,229000,225000,229000,230000,229700,225000,225000,225000,229000,229900,229900,229900,232750,231500,229000,229000,229000,225000,225000,219000,219000,219900,225000,232900,236000,240000,239500,239000,238750,234950,229000,225000,225000,229000,229000,229000,229900,229900,228900,229000,228000,229000,229000,223000,220000,228900,240000,249000,249000
Tuolumne,CA,Sonora,6,109,898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205000,215000,215000,219000,219000,229000,232990,234990,239500,239000,235000,235000,234900,229000,233176.5,231000,229000,229000,229995,234500,235000,235000,230000,230000,232000,235000,234500,236000,247450,249900,249000,249900,249000,249000,249000,249000,249700,249000,249000,249900,265000,268999,269000,275000,279000,279000,279000,279000,279900,278000,279000,279000,279000,279900,289000
Cherokee,SC,Gaffney,45,21,899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94950,106450,119500,124900,123700,124300,120900,119900,119900,119900,119900,119000,109000,99900,109000,114900,115000,119900,129900
Carson City,NV,Carson City,32,510,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.00E+05,209950,201674.5,209900,224900,210000,214450,224900,245000,244950,239000,236000,249700,249000,247500,249000,264900,249000,238500,250000,242500,244999,250000,250000,269900,275000,279900,281000,282250,285900,282450,285000,284250,289000,279650,279900,282000,285000,295750,290000,294000,294750,289950,287375,288000,298200,295000,299000,302425
San Benito,CA,San Jose,6,69,901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435850,439500,429450,429900,430000,443800,449900,465195.5,462428,472450,475000,475000,469900,469450,475000,489925,489000,503949.5,514975,530000,519900,529950,534900,544450,525000,515000,534950,530000,519900,525000,549999,553240,559900,550000,556850,553490,548800,550745,544147,548490,547900,565000,570201.5,579000
Gordon,GA,Calhoun,13,129,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129000,127950,129250,124949.5,124949.5,129900,129900,121250,129900,133450,133450,131950,131900,131000,129850,130400,134900,134900,134900,135000,136000,138000,138000,137200,137900,130000,126250,129900,135750,140000,147700,146900,149900,144950,149235,149900,149900,149670,149900,150000,159900,165900,164900,164900
Walton,FL,Crestview-Fort Walton Beach-Destin,12,131,903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379000,366000,369900,369900,369637.5,399700,399000,399000,401665,399900,398445,399799.5,389900,389000,399000,399000,4.00E+05,421401,414950,423950,415150,439000,439000,439000,419000,419900,417900,429250,448990,464445,470000,479000,499000,499900,499000,516450,509900,524900,524000,524900,515000,519000,499000,499000,514900
Venango,PA,Oil City,42,121,904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,85000,84900,79950,84900,84500,86250,79900,84250,84900,89900,89900,89900,85000,79945,75000,74900,75000,85000,79900,83000,85900,84950,89900,89900,89900,85000,90000,89900,80000,85500,89000,89900,99500,92200,91200,95900,89900,89900,91200,91750,89950,90000,89500,89900,89900,95000,98500,95000,89900,86250,85000,84950,82500,83950,83500,87000,87750,85200,87700
Washington,VA,Kingsport,51,191,905,205000,199900,205000,227000,225000,229000,225000,229000,225000,216950,199900,199500,199000,189900,185000,189250,195550,195500,189900,189000,189700,189250,189900,189900,189900,194250,189900,199000,199000,194450,195000,179500,177000,174949.5,184900,184900,189000,179900,189900,199900,199950,199000,199450,189900,194900,189900,185000,179000,179000,189425,189000,194500,189900,189900,189900,194250,189900,197750,199500,199000,199000,199000,198900,206450,208000,199900,211000,215450,211786,209900,199985,199900,199900,202450,199450,199900,207000,203500,210900,218000,214000,210950,219900,199900,194500,219000,219000,224942.5,222200,219000
Campbell,VA,Lynchburg,51,31,906,179900,174900,177750,179900,179900,179900,169900,164900,165000,159900,159900,159900,165000,165000,163900,168500,169900,174000,169900,164900,164900,164900,159000,149900,150000,159900,157900,159900,159900,154500,158999.5,159000,158999.5,163500,164900,164400,164900,169900,174900,169900,169900,171450,179900,167900,171375,174900,172325,164950,164900,166900,164975,169900,169900,172900,169900,169900,170000,169900,169900,164900,159900,159900,159950,163450,167900,167900,164900,159900,159900,159900,159900,162900,162900,161450,164900,168400,169900,169900,164900,159900,163550,159900,158000,158450,156450,158000,159900,163900,169900,169900
Halifax,NC,Roanoke Rapids,37,83,907,150000,149750,154900,155950,149450,146900,146900,148450,148450,149900,150000,145000,134900,138950,129900,117700,119900,125000,124250,125000,124900,115000,119500,119900,125000,119900,119900,115000,115000,119900,119900,110000,109000,110000,125000,124750,119900,119250,114900,115000,115000,117000,115000,118500,119250,119250,119900,110000,107450,104950,110000,115000,129000,119900,118500,123900,129500,129250,118500,115000,114900,116750,119700,121250,121250,125000,129900,129000,129900,125000,129450,127950,129900,125000,120950,117250,119900,123900,129000,129500,129000,119950,124900,119900,126900,119000,119950,127500,124900,119900
Saint Mary,LA,Morgan City,22,101,908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142500,144750,139500,139000,139000,139950,130000,133000,139000,139000,136950,135900,140500,142450,139900,143450,144900,148500,153500,153500,158000,158000,159450,159000,160000,160000,155000,159000,150000,151750,154200,149900,150000,149900,147900,149000,150000,149900,151000,148450,150000,150000,147500,147000,144200,139900,145000,148350,150000,149950
Hardin,TX,Beaumont,48,199,909,172900,169900,169900,166950,168400,164900,164900,164900,163500,163500,159900,159900,164250,159900,164900,164950,167200,166000,166900,164700,159900,159900,158500,158000,159450,168500,169450,169900,169900,169900,169900,169700,167000,165000,168250,159500,162000,164500,169900,169949.5,169900,169900,169900,170000,169000,159900,155000,155000,144900,155000,159900,165000,163300,159900,149900,149900,160000,166500,172500,166500,174900,175000,169900,169500,169900,174450,176075,169900,171111,169900,179000,165000,168500,175900,179900,178250,179900,180000,185000,189900,189900,189900,188000,186000,184950,179900,189000,192000,2.00E+05,199500
Autauga,AL,Montgomery,1,1,910,176450,169000,171950,174900,167200,169900,169900,165000,169900,169900,165000,159900,159900,161900,163400,164900,162700,160000,168950,165000,165000,167250,167500,165000,158950,165750,167750,172950,166000,169700,165000,164900,163000,164900,174900,175950,179900,179900,178000,178950,176900,174950,173900,169900,168900,169150,159900,159949.5,159900,164999,165000,168400,166900,169900,167900,169900,174900,169950,169000,164900,164900,168950,168200,174500,169900,169900,165800,166700,169900,169400,164900,159900,163900,163494,163597,169900,174700,174900,174900,171900,169900,164900,162500,162000,165359,164950,166250,168500,169900,165904.5
Colbert,AL,Florence,1,33,911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134000,131900,134900,124950,124900,129900,139000,129900,139000,137000,139000,139900,139700,137900,134900,135900,134900,136400,139700,144900,149900,148900,147900,148494,149444,144900,145000,139900,129900,129900,136450,143200,139900,148000,148500,149000,149900,144900,140000,139700,139900,139900,142500,145000,149900,159890,156450
Hancock,ME,,23,9,912,275000,279000,261450,270000,275000,273000,275000,272000,278000,282450,295000,289000,289000,289000,295000,289900,295000,289900,299000,295000,299000,295000,298000,295000,285000,275000,275000,275000,260000,275000,279000,275000,274900,265000,269000,264000,250000,259000,249900,259000,259900,265000,269000,275000,275000,275000,265000,265000,259000,259000,269800,269000,272500,274950,269000,269900,265000,250000,259000,259000,259000,249900,249900,259900,266500,269900,287000,279250,275000,279000,270000,270000,269000,269900,275000,279000,285000,295000,295000,295000,289450,289500,289000,279900,274950,270000,270000,279000,289950,309900
Maverick,TX,Eagle Pass,48,323,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149000,162925,162925,159900,158950,154000,145000,145000,149000,149000,149500,152500,160000,157000,160000,160000,162000,159500,159000,150000,149900,150000,149900,149700,154000,155000,159000,159000,159000,158000,155000,155000,152500,149000
Roane,TN,Knoxville,47,145,914,145000,149750,149900,149000,149900,149900,144900,149000,155000,154900,159750,150000,152450,149900,149900,159000,149900,149900,149900,149900,150000,149900,140000,135000,135450,139900,145000,149900,149900,154950,145900,154000,144900,149900,154950,150000,149900,149900,149900,152900,159900,159825,159900,159900,159900,154950,149900,149900,146900,143450,144400,149000,144900,144950,149000,149900,149900,140000,139900,139000,130000,129950,130000,135150,139900,139900,142000,139900,139000,139000,149850,141250,130000,122900,124900,129900,129000,129950,129900,129900,119900,119900,119950,119900,115000,117900,129000,137000,135000,128000
Boone,IL,Rockford,17,7,915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139900,139950,134900,134950,136500,149650,158000,159900,164900,165000,167900,165000,160000,165000,158950,155495,161090,165000,175000,175275,175000,173400,169900,173150,170000,169900,159900,149950,159700,160000,163250,174900,174900,169900,169900,166000,164900,154950,159900,169947.5,173990,179400,179900,181450
Henry,VA,Martinsville,51,89,916,98450,99000,104900,101950,99900,99900,107500,99900,99900,99600,99900,99900,99550,99950,99925,99500,99689,100500,99900,99400,99500,99000,94500,94900,99900,94900,96000,94500,99000,99900,98450,96200,94750,92250,1.00E+05,99974.5,99900,99900,99974.5,101449.5,95000,101449.5,99900,95000,99850,99000,99000,96900,96900,97900,99900,99625,99000,99900,99900,99900,99900,99900,101000,1.00E+05,99500,1.00E+05,99900,99900,99900,99900,101550,1.00E+05,105000,104900,99900,99900,99900,99900,104000,99900,109500,101500,109900,99900,99000,96950,94900,89900,89900,89900,89900,89900,92500,94900
Chisago,MN,Minneapolis-St Paul,27,25,917,199900,199900,195800,199900,196950,195400,199900,199450,194900,179000,164900,159900,159900,159900,153000,150000,159900,159250,159900,159900,159900,149900,139900,132900,139900,134900,139950,142500,149900,159900,159900,158700,159900,164900,180000,179900,189900,191900,194900,199900,199900,206900,217000,219700,215000,219900,214900,209900,199900,209950,219900,220000,229900,229900,229900,229000,234900,234900,229900,232400,229900,239900,235000,239900,239900,239900,249900,246450,244900,244950,244900,252400,239950,235000,239900,244900,244900,244950,249900,249000,239900,239900,244990,245000,255000,269000,262900,269900,275000,273500
Coles,IL,Charleston,17,29,918,82250,87500,88950,84000,89500,93500,92950,89900,89900,81950,89450,87500,84500,79900,87000,88500,94000,96450,91500,94900,95000,92500,89900,95500,97900,90500,92900,88875,89000,94700,98900,98150,99900,92000,88500,84950,79500,83200,85600,89900,96900,89900,89500,87000,84950,84900,81450,79900,79400,86700,88700,87500,89900,89900,92900,94700,92000,88700,87500,85000,85000,85000,88000,85000,89900,89900,89900,89900,89900,89900,89900,89500,89900,93700,98500,99250,98500,104900,102450,94000,89900,87250,85450,84900,79900,81700,82400,85000,85000,89000
Eddy,NM,Carlsbad,35,15,919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148000,145000,149700,149700,144500,142250,149900,149950,145000,149500,147750,157000,164950,163500,158700,159450,151500,164750,164500,171150,159750,165000,165000,166500,170000,170000,170000,169900,163450,164950,165000,165000,153000,153000,149800,157500,159000,169000,169900,169000,165000,165000,165000,159900,159900,165000,174500,175000,177300,177650,180000,179000
Gila,AZ,Payson,4,7,920,225000,229000,228450,229000,229000,225000,225000,224000,225000,209900,199000,189000,175000,175000,169999.5,173700,175000,169900,172000,174900,169900,169500,169000,159950,169000,169900,175000,175500,175000,175000,165950,165000,165000,175000,197950,184900,183750,198000,192500,209000,219000,219450,220000,217000,216000,209900,201000,208250,199894,199894,202000,219000,223400,225000,229500,235500,239850,239900,235500,239900,237000,239000,248000,249900,249900,258000,256500,254950,249250,249000,249000,236050,235000,231000,247500,250000,259000,257500,259000,259000,265000,264900,249900,257000,249900,260000,249900,259000,265900,275000
Jefferson,WV,Washington,54,37,921,199900,205500,205250,209845,209790,209790,209990,209995,219900,218900,214900,209990,195000,189900,199500,199990,210995,214990,214990,214990,209900,205000,205000,190000,182245,185000,189900,189950,189900,190000,199900,199900,213000,199000,199000,199900,210000,216445,212500,219900,224990,229900,244945,249900,249900,244995,239945,249900,249900,249990,259450,249990,259450,259000,251145,249900,255000,249900,249900,250000,259945,257990,259900,264450,260990,264900,254945,254990,248950,249900,258490,259900,254990,254900,259900,259900,269000,267000,260000,259990,259900,258500,249000,239990,238000,235000,247000,264900,279900,284900
Ogle,IL,Rochelle,17,141,922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124900,128450,123900,128950,128900,134900,136000,137800,135000,134900,129900,133249.5,133700,129900,129900,129900,129900,129950,134900,136000,139000,137000,134900,129999,125950,124900,125000,124500,129900,134900,134900,139000,137950,135800,134900,134950,129999,132000,134900,134900,134900,132250,132500,135428.5
Rusk,TX,Longview,48,401,923,145000,145000,148500,151800,155000,155000,155000,149950,148200,146000,149000,142500,136500,144900,139950,151500,159450,147500,139900,144900,146250,145000,144700,145000,139500,141900,140000,151999.5,145000,140000,139000,139450,142500,144500,145000,140250,139250,139500,136750,135000,135000,135000,134450,134900,134700,132250,137000,141600,141600,145000,148500,148500,144650,135000,140000,139950,145000,154900,154997.5,153950,159900,159900,154500,149995,149900,154450,150000,155000,154900,153500,153750,159450,149950,153000,155000,155000,149900,149900,158500,152500,149400,148700,149900,148125,147875,150000,154500,157000,150000,149700
Jackson,AL,Scottsboro,1,71,924,139900,129900,142000,142000,142900,139900,135000,139900,142000,141750,139900,139900,142900,139999,139900,137900,139900,147450,155500,149900,149000,139900,140000,140000,145500,159950,144950,144900,140000,137750,139900,139900,139950,139900,142000,139900,139900,142000,140000,142000,140000,141000,149700,139900,139900,149900,144950,144650,140950,148500,149900,159900,158900,149900,159900,149900,150000,150000,149900,149900,149900,149900,156950,159900,156950,159700,158950,153950,162200,150000,154900,155000,156450,154900,149900,154900,162700,163750,159900,165000,162500,164500,161500,159950,154900,160000,160000,178000,173900,170396
Ashland,OH,Ashland,39,5,925,102900,111900,112500,110950,112700,113700,110000,116950,118500,117000,115500,115900,114900,111900,109900,109900,109250,113750,118000,119900,117950,109999,110000,109000,108000,109000,110250,112250,114700,110000,115345,117750,114845,114900,119000,115900,116900,119000,119000,126445,127500,127500,127700,124900,125250,120000,119900,119900,119900,117750,119900,119950,120000,125850,124000,124900,124900,120000,121900,120000,120000,121385,127530,127400,128200,120000,118900,115900,119500,121625,120500,124900,120000,111900,115900,116900,119949.5,124900,129900,129900,129900,124900,120000,129700,129900,110950,120000,125000,120000,116499.5
Darke,OH,Greenville,39,37,926,82500,84900,95400,99359,102500,99400,94900,95960.5,99900,99900,102200,94700,94700,94600,89100,94000,93100,104000,95950,89900,89900,87200,89900,84500,79900,79900,79900,81900,79900,82000,79900,84900,89900,84900,94900,94700,89900,89900,89900,89900,93700,92700,94600,94950,98900,98900,96450,96900,97750,95900,97750,99900,98950,97650,96950,98700,92500,93200,104900,104900,103700,97500,99900,110000,104950,102000,107700,108350,101500,99900,97000,92500,89900,90000,94900,101450,104900,103000,103000,109949.5,104500,99900,99900,98250,94950,98250,99250,99900,99900,112700
Russell,AL,Columbus,1,113,927,147000,149900,149000,149750,144900,147700,148987.5,145000,147990,143945,145000,139995,139900,144900,144000,136975,145450,144000,148200,143950,144500,150000,155000,157600,156159,152900,149900,148450,144235,144900,135000,141777.5,130000,144900,144900,145900,144400,142700,148234.5,148700,149900,149400,137764,136700,139900,141500,136200,140400,135400,134950,139500,139900,137764,135000,139700,139500,134900,134900,133550,134950,139900,140900,139900,139900,139900,139700,143700,143900,149000,146150,142450,143900,142900,142000,139000,127750,124400,127200,129900,126000,124900,124900,120000,120000,120000,128000,130000,130000,134900,128500
Knox,IL,Galesburg,17,95,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110000,109900,105000,109000,96450,96000,95950,93700,96900,99000,110000,118750,116500
Wayne,PA,,42,127,929,210888.5,209000,199900,209000,209000,199000,199900,199900,199900,199000,199000,197873,195000,199000,199000,194250,199000,189000,179900,179000,184950,185000,179900,177000,169000,169900,178500,179000,179000,179900,179777,179000,179000,175000,174000,169950,174900,174959.5,179000,175000,175000,174952,172500,169999,174800,169900,169250,169000,168250,169678,168500,174000,178500,179000,179900,181449.5,179000,174900,175000,172000,169900,167750,167000,168900,169900,170000,173450,169900,169900,169000,170000,169000,165000,165000,169250,169500,169900,174250,175000,175000,169949.5,169000,169900,164900,161000,164900,169900,174900,179000,179900
Coffee,TN,Tullahoma,47,31,930,139900,134900,139900,139900,139900,138700,135900,129900,134950,134900,132700,129900,128000,132500,129900,129900,135000,135000,134900,136950,139000,129900,129900,129900,129900,129900,129900,129000,124700,122900,120000,119900,119900,119900,134900,132600,129825,133200,137900,137900,139900,141625,149900,147500,147750,135250,138850,139900,135500,139000,139900,143000,144900,147500,142000,144500,139900,135750,139900,138860,139900,142000,139900,136650,139700,141000,149900,149900,148500,147000,144900,144900,145000,144900,148200,149900,149900,147500,149900,156700,159900,159900,159900,160000,169900,155000,159900,159900,163250,162900
Johnson,MO,Warrensburg,29,101,931,148000,147900,143750,143500,139900,139900,139900,141950,143000,143500,140250,139900,139900,139500,135000,139250,139925,142000,144900,142500,144900,140000,139900,137000,139900,139900,148225,150000,149900,149900,149000,145000,148950,144900,144900,142700,139900,139900,144900,145000,144900,142500,145000,144900,144500,145000,147500,144950,145450,147500,147250,149700,149900,149900,148900,143000,146900,145000,144950,142950,139900,145500,149900,149999,149925,149900,145900,145900,145900,144950,145450,143500,146388.5,146000,149700,149250,159250,159900,155000,149999.5,154900,149999,149000,149250,145000,155250,157500,164700,172840,175000
Van Zandt,TX,,48,467,932,158000,149000,149000,144900,139900,145000,152750,153250,159250,159000,162450,165000,164900,160000,159900,151500,154900,149900,154950,155000,155000,155000,159900,160000,159900,158900,149900,149900,146000,144700,149000,149900,149900,150000,155000,149950,154900,155000,150000,153500,149900,149900,149900,149900,149900,145000,141450,144900,144900,149000,145000,148000,149900,148000,154000,159900,159950,159900,169500,159000,156000,159900,159000,169900,175250,174900,167450,169900,175000,177000,179950,179000,179900,198600,198600,198850,2.00E+05,192500,2.00E+05,2.00E+05,2.00E+05,199977,205000,213950,2.00E+05,190000,199900,219000,219500,225000
Lincoln,MO,St. Louis,29,113,933,157000,157000,155000,154765,149900,149900,149900,149900,149900,149900,149450,143900,139900,138425,129900,139900,139900,139000,139520,139900,134900,134900,129900,126900,129900,120000,124000,119900,119900,121450,124900,129900,132900,129900,139900,135200,132900,135000,139900,139900,139900,139900,140000,143000,145000,142900,142900,143900,139950,143250,143000,145450,156900,149900,149450,148500,149900,149968.5,154900,151900,149968.5,149900,147700,149900,151000,150000,150000,150000,154950,152900,149900,149900,149900,152200,159000,159900,163250,159900,159700,159900,159900,164500,159900,161900,162900,164900,166900,169900,171900,169900
Grady,OK,Oklahoma City,40,51,934,151500,152000,154900,158900,159900,159900,154900,139900,141000,146000,147000,145450,139999,139999.5,143300,139900,137500,138200,138499.5,139900,139900,139900,135000,137500,129950,131250,142500,128500,132000,125000,122600,125000,125000,125000,140000,140000,139950,139900,133400,135000,139900,135000,135500,133400,138750,145300,151500,139900,135750,138000,139900,149000,149900,153700,154400,159950,164875,165500,149500,140000,137000,146000,139500,139900,155000,150000,146000,156000,168000,175000,175000,172000,172450,175000,175452,175000,170000,175000,179900,175000,172250,171942.5,179450,183755,184456,179950,178630.5,177361,181713,175149
Waupaca,WI,,55,135,935,124900,124900,124900,124900,129900,134900,134950,134900,129900,129900,139000,129000,126000,129900,129000,134900,135000,134900,139000,137900,139900,139900,129900,129900,129900,119900,125000,129900,129900,126250,129700,134900,139000,129900,134399.5,129950,134000,129900,129900,131200,135000,135500,139900,139900,139500,139500,129950,129900,129900,124900,124900,125000,129900,129900,129900,130000,129900,129900,129900,129900,129900,134000,135000,139000,139900,139900,139900,139000,129900,129900,129000,125450,125400,129000,126850,129000,133000,137200,144900,137500,137200,139900,134900,127900,127900,129900,132900,139000,142900,140000
Vernon,LA,Fort Polk South,22,115,936,152400,154900,154900,156000,157000,150000,149950,148950,154900,153000,146000,146000,147000,145750,145000,153250,162000,164300,172000,169999.5,168450,169999.5,173700,179900,179900,187500,189600,174900,174900,172200,168500,175000,168000,161000,159900,154500,166450,159900,155000,159950,154900,149500,154950,154900,148750,140950,148000,149950,149900,149900,155000,162000,163200,161500,163450,159900,158000,149900,143950,149250,148950,155953,164750,169900,169900,169950,172500,170000,169900,170000,169000,162500,165000,156000,162000,165000,165000,167950,166000,162500,159000,157750,149994.5,149949.5,145000,149500,156250,149950,154900,159900
